"name"|"anio"|"n_prov"
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2018"|83
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2019"|94
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2020"|49
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2021"|61
"Fondo de Garantía y Fomento para la Agricultura, Ganadería y Avicultura"|"2022"|59
"Guardia Nacional"|"2017"|3
"Guardia Nacional"|"2018"|92
"Guardia Nacional"|"2019"|65
"Guardia Nacional"|"2020"|85
"Guardia Nacional"|"2021"|119
"Guardia Nacional"|"2022"|189
"Hospital General ""Dr. Manuel Gea González"""|"2017"|4
"Hospital General ""Dr. Manuel Gea González"""|"2018"|146
"Hospital General ""Dr. Manuel Gea González"""|"2019"|128
"Hospital General ""Dr. Manuel Gea González"""|"2020"|104
"Hospital General ""Dr. Manuel Gea González"""|"2021"|208
"Hospital General ""Dr. Manuel Gea González"""|"2022"|159
"Hospital General ""Dr. Manuel Gea González"""|"2023"|4
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2016"|3
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2017"|99
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2018"|303
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2019"|265
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2020"|270
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2021"|230
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2022"|240
"Hospital General de México ""Dr. Eduardo Liceaga"""|"2023"|6
"Hospital Infantil de México Federico Gómez"|"2016"|1
"Hospital Infantil de México Federico Gómez"|"2017"|14
"Hospital Infantil de México Federico Gómez"|"2018"|201
"Hospital Infantil de México Federico Gómez"|"2019"|204
"Hospital Infantil de México Federico Gómez"|"2020"|226
"Hospital Infantil de México Federico Gómez"|"2021"|256
"Hospital Infantil de México Federico Gómez"|"2022"|279
"Hospital Infantil de México Federico Gómez"|"2023"|7
"Hospital Juárez de México"|"2017"|29
"Hospital Juárez de México"|"2018"|243
"Hospital Juárez de México"|"2019"|285
"Hospital Juárez de México"|"2020"|317
"Hospital Juárez de México"|"2021"|360
"Hospital Juárez de México"|"2022"|302
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2017"|38
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2018"|274
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2019"|182
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2020"|198
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2021"|238
"Hospital Regional de Alta Especialidad de Ciudad Victoria ""Bicentenario 2010"""|"2022"|283
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2017"|9
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2018"|53
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2019"|40
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2020"|130
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2021"|59
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2022"|59
"Hospital Regional de Alta Especialidad de Ixtapaluca"|"2023"|3
"Hospital Regional de Alta Especialidad de Oaxaca"|"2017"|49
"Hospital Regional de Alta Especialidad de Oaxaca"|"2018"|135
"Hospital Regional de Alta Especialidad de Oaxaca"|"2019"|118
"Hospital Regional de Alta Especialidad de Oaxaca"|"2020"|175
"Hospital Regional de Alta Especialidad de Oaxaca"|"2021"|140
"Hospital Regional de Alta Especialidad de Oaxaca"|"2022"|112
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2017"|23
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2018"|68
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2019"|80
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2020"|58
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2021"|75
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2022"|89
"Hospital Regional de Alta Especialidad de la Península de Yucatán"|"2023"|1
"Hospital Regional de Alta Especialidad del Bajío"|"2017"|114
"Hospital Regional de Alta Especialidad del Bajío"|"2018"|158
"Hospital Regional de Alta Especialidad del Bajío"|"2019"|216
"Hospital Regional de Alta Especialidad del Bajío"|"2020"|220
"Hospital Regional de Alta Especialidad del Bajío"|"2021"|210
"Hospital Regional de Alta Especialidad del Bajío"|"2022"|178
"Hospital Regional de Alta Especialidad del Bajío"|"2023"|13
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2017"|24
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2018"|50
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2019"|40
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2020"|33
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2021"|35
"INFOTEC Centro de Investigación e Innovación en Tecnologías de la Información y Comunicación"|"2022"|21
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2018"|9
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2019"|8
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2020"|91
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2021"|101
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2022"|121
"Impresora y Encuadernadora Progreso, S.A. de C.V."|"2023"|1
"Instituto Federal de Telecomunicaciones"|"2016"|1
"Instituto Federal de Telecomunicaciones"|"2017"|38
"Instituto Federal de Telecomunicaciones"|"2018"|88
"Instituto Federal de Telecomunicaciones"|"2019"|100
"Instituto Federal de Telecomunicaciones"|"2020"|87
"Instituto Federal de Telecomunicaciones"|"2021"|91
"Instituto Federal de Telecomunicaciones"|"2022"|85
"Instituto Federal de Telecomunicaciones"|"2023"|8
"Instituto Mexicano de Cinematografía"|"2017"|7
"Instituto Mexicano de Cinematografía"|"2018"|220
"Instituto Mexicano de Cinematografía"|"2019"|363
"Instituto Mexicano de Cinematografía"|"2020"|195
"Instituto Mexicano de Cinematografía"|"2021"|152
"Instituto Mexicano de Cinematografía"|"2022"|178
"Instituto Mexicano de Tecnología del Agua"|"2017"|8
"Instituto Mexicano de Tecnología del Agua"|"2018"|141
"Instituto Mexicano de Tecnología del Agua"|"2019"|199
"Instituto Mexicano de Tecnología del Agua"|"2020"|114
"Instituto Mexicano de Tecnología del Agua"|"2021"|102
"Instituto Mexicano de Tecnología del Agua"|"2022"|85
"Instituto Mexicano de la Juventud"|"2017"|8
"Instituto Mexicano de la Juventud"|"2018"|109
"Instituto Mexicano de la Juventud"|"2019"|48
"Instituto Mexicano de la Juventud"|"2020"|20
"Instituto Mexicano de la Juventud"|"2021"|28
"Instituto Mexicano de la Juventud"|"2022"|17
"Instituto Mexicano de la Propiedad Industrial"|"2016"|2
"Instituto Mexicano de la Propiedad Industrial"|"2017"|104
"Instituto Mexicano de la Propiedad Industrial"|"2018"|99
"Instituto Mexicano de la Propiedad Industrial"|"2019"|95
"Instituto Mexicano de la Propiedad Industrial"|"2020"|61
"Instituto Mexicano de la Propiedad Industrial"|"2021"|60
"Instituto Mexicano de la Propiedad Industrial"|"2022"|50
"Instituto Mexicano de la Radio"|"2017"|11
"Instituto Mexicano de la Radio"|"2018"|155
"Instituto Mexicano de la Radio"|"2019"|312
"Instituto Mexicano de la Radio"|"2020"|177
"Instituto Mexicano de la Radio"|"2021"|308
"Instituto Mexicano de la Radio"|"2022"|232
"Instituto Mexicano del Petróleo"|"2017"|9
"Instituto Mexicano del Petróleo"|"2018"|282
"Instituto Mexicano del Petróleo"|"2019"|255
"Instituto Mexicano del Petróleo"|"2020"|153
"Instituto Mexicano del Petróleo"|"2021"|256
"Instituto Mexicano del Petróleo"|"2022"|294
"Instituto Mexicano del Petróleo"|"2023"|6
"Instituto Mexicano del Seguro Social"|"2016"|41
"Instituto Mexicano del Seguro Social"|"2017"|2426
"Instituto Mexicano del Seguro Social"|"2018"|4709
"Instituto Mexicano del Seguro Social"|"2019"|5230
"Instituto Mexicano del Seguro Social"|"2020"|4285
"Instituto Mexicano del Seguro Social"|"2021"|4619
"Instituto Mexicano del Seguro Social"|"2022"|4879
"Instituto Mexicano del Seguro Social"|"2023"|435
"Instituto Mexicano del Transporte"|"2017"|4
"Instituto Mexicano del Transporte"|"2018"|81
"Instituto Mexicano del Transporte"|"2019"|93
"Instituto Mexicano del Transporte"|"2020"|61
"Instituto Mexicano del Transporte"|"2021"|83
"Instituto Mexicano del Transporte"|"2022"|62
"Instituto Nacional de Antropología e Historia"|"2017"|4
"Instituto Nacional de Antropología e Historia"|"2018"|1638
"Instituto Nacional de Antropología e Historia"|"2019"|1376
"Instituto Nacional de Antropología e Historia"|"2020"|691
"Instituto Nacional de Antropología e Historia"|"2021"|852
"Instituto Nacional de Antropología e Historia"|"2022"|705
"Instituto Nacional de Antropología e Historia"|"2023"|16
"Instituto Nacional de Astrofísica, Óptica y Electrónica"|"2017"|6
"Instituto Nacional de Astrofísica, Óptica y Electrónica"|"2018"|155
"Instituto Nacional de Astrofísica, Óptica y Electrónica"|"2019"|262
"Instituto Nacional de Astrofísica, Óptica y Electrónica"|"2020"|36
"Instituto Nacional de Astrofísica, Óptica y Electrónica"|"2021"|2
"Instituto Nacional de Astrofísica, Óptica y Electrónica"|"2022"|2
"Instituto Nacional de Bellas Artes y Literatura"|"2017"|6
"Instituto Nacional de Bellas Artes y Literatura"|"2018"|1239
"Instituto Nacional de Bellas Artes y Literatura"|"2019"|1498
"Instituto Nacional de Bellas Artes y Literatura"|"2020"|999
"Instituto Nacional de Bellas Artes y Literatura"|"2021"|1056
"Instituto Nacional de Bellas Artes y Literatura"|"2022"|1057
"Instituto Nacional de Cancerología"|"2017"|27
"Instituto Nacional de Cancerología"|"2018"|209
"Instituto Nacional de Cancerología"|"2019"|188
"Instituto Nacional de Cancerología"|"2020"|347
"Instituto Nacional de Cancerología"|"2021"|238
"Instituto Nacional de Cancerología"|"2022"|219
"Instituto Nacional de Cancerología"|"2023"|1
"Instituto Nacional de Cardiología Ignacio Chávez"|"2017"|2
"Instituto Nacional de Cardiología Ignacio Chávez"|"2018"|320
"Instituto Nacional de Cardiología Ignacio Chávez"|"2019"|297
"Instituto Nacional de Cardiología Ignacio Chávez"|"2020"|304
"Instituto Nacional de Cardiología Ignacio Chávez"|"2021"|357
"Instituto Nacional de Cardiología Ignacio Chávez"|"2022"|264
"Instituto Nacional de Cardiología Ignacio Chávez"|"2023"|4
"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán"|"2017"|13
"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán"|"2018"|229
"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán"|"2019"|263
"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán"|"2020"|276
"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán"|"2021"|353
"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán"|"2022"|376
"Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán"|"2023"|3
"Instituto Nacional de Ciencias Penales"|"2017"|4
"Instituto Nacional de Ciencias Penales"|"2018"|206
"Instituto Nacional de Ciencias Penales"|"2019"|178
"Instituto Nacional de Ciencias Penales"|"2020"|157
"Instituto Nacional de Ciencias Penales"|"2021"|123
"Instituto Nacional de Ciencias Penales"|"2022"|104
"Instituto Nacional de Desarrollo Social"|"2017"|2
"Instituto Nacional de Desarrollo Social"|"2018"|40
"Instituto Nacional de Desarrollo Social"|"2019"|48
"Instituto Nacional de Desarrollo Social"|"2020"|40
"Instituto Nacional de Desarrollo Social"|"2021"|34
"Instituto Nacional de Desarrollo Social"|"2022"|12
"Instituto Nacional de Ecología y Cambio Climático"|"2017"|17
"Instituto Nacional de Ecología y Cambio Climático"|"2018"|85
"Instituto Nacional de Ecología y Cambio Climático"|"2019"|51
"Instituto Nacional de Ecología y Cambio Climático"|"2020"|32
"Instituto Nacional de Ecología y Cambio Climático"|"2021"|40
"Instituto Nacional de Ecología y Cambio Climático"|"2022"|28
"Instituto Nacional de Electricidad y Energías Limpias"|"2017"|20
"Instituto Nacional de Electricidad y Energías Limpias"|"2018"|319
"Instituto Nacional de Electricidad y Energías Limpias"|"2019"|261
"Instituto Nacional de Electricidad y Energías Limpias"|"2020"|95
"Instituto Nacional de Electricidad y Energías Limpias"|"2021"|104
"Instituto Nacional de Electricidad y Energías Limpias"|"2022"|96
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas"|"2017"|10
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas"|"2018"|301
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas"|"2019"|333
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas"|"2020"|280
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas"|"2021"|305
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas"|"2022"|285
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas"|"2023"|21
"Instituto Nacional de Estadística Y Geografía"|"2017"|71
"Instituto Nacional de Estadística Y Geografía"|"2018"|197
"Instituto Nacional de Estadística Y Geografía"|"2019"|171
"Instituto Nacional de Estadística Y Geografía"|"2020"|164
"Instituto Nacional de Estadística Y Geografía"|"2021"|70
"Instituto Nacional de Estadística Y Geografía"|"2022"|136
"Instituto Nacional de Geriatría"|"2017"|4
"Instituto Nacional de Geriatría"|"2018"|41
"Instituto Nacional de Geriatría"|"2019"|41
"Instituto Nacional de Geriatría"|"2020"|39
"Instituto Nacional de Geriatría"|"2021"|42
"Instituto Nacional de Geriatría"|"2022"|21
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias"|"2017"|23
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias"|"2018"|317
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias"|"2019"|388
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias"|"2020"|405
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias"|"2021"|326
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias"|"2022"|322
"Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias"|"2023"|18
"Instituto Nacional de Investigaciones Nucleares"|"2017"|12
"Instituto Nacional de Investigaciones Nucleares"|"2018"|124
"Instituto Nacional de Investigaciones Nucleares"|"2019"|102
"Instituto Nacional de Investigaciones Nucleares"|"2020"|86
"Instituto Nacional de Investigaciones Nucleares"|"2021"|89
"Instituto Nacional de Investigaciones Nucleares"|"2022"|81
"Instituto Nacional de Investigaciones Nucleares"|"2023"|6
"Instituto Nacional de Lenguas Indígenas"|"2017"|9
"Instituto Nacional de Lenguas Indígenas"|"2018"|50
"Instituto Nacional de Lenguas Indígenas"|"2019"|44
"Instituto Nacional de Lenguas Indígenas"|"2020"|46
"Instituto Nacional de Lenguas Indígenas"|"2021"|31
"Instituto Nacional de Lenguas Indígenas"|"2022"|40
"Instituto Nacional de Medicina Genómica"|"2017"|9
"Instituto Nacional de Medicina Genómica"|"2018"|112
"Instituto Nacional de Medicina Genómica"|"2019"|157
"Instituto Nacional de Medicina Genómica"|"2020"|96
"Instituto Nacional de Medicina Genómica"|"2021"|76
"Instituto Nacional de Medicina Genómica"|"2022"|121
"Instituto Nacional de Migración"|"2017"|35
"Instituto Nacional de Migración"|"2018"|99
"Instituto Nacional de Migración"|"2019"|92
"Instituto Nacional de Migración"|"2020"|63
"Instituto Nacional de Migración"|"2021"|66
"Instituto Nacional de Migración"|"2022"|42
"Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez"|"2017"|38
"Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez"|"2018"|164
"Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez"|"2019"|135
"Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez"|"2020"|138
"Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez"|"2021"|181
"Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez"|"2022"|136
"Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez"|"2023"|1
"Instituto Nacional de Pediatría"|"2017"|38
"Instituto Nacional de Pediatría"|"2018"|263
"Instituto Nacional de Pediatría"|"2019"|335
"Instituto Nacional de Pediatría"|"2020"|382
"Instituto Nacional de Pediatría"|"2021"|320
"Instituto Nacional de Pediatría"|"2022"|294
"Instituto Nacional de Perinatología Isidro Espinosa de los Reyes"|"2017"|4
"Instituto Nacional de Perinatología Isidro Espinosa de los Reyes"|"2018"|233
"Instituto Nacional de Perinatología Isidro Espinosa de los Reyes"|"2019"|209
"Instituto Nacional de Perinatología Isidro Espinosa de los Reyes"|"2020"|227
"Instituto Nacional de Perinatología Isidro Espinosa de los Reyes"|"2021"|256
"Instituto Nacional de Perinatología Isidro Espinosa de los Reyes"|"2022"|259
"Instituto Nacional de Perinatología Isidro Espinosa de los Reyes"|"2023"|2
"Instituto Nacional de Pesca y Acuacultura"|"2017"|16
"Instituto Nacional de Pesca y Acuacultura"|"2018"|188
"Instituto Nacional de Pesca y Acuacultura"|"2019"|230
"Instituto Nacional de Pesca y Acuacultura"|"2020"|136
"Instituto Nacional de Pesca y Acuacultura"|"2021"|120
"Instituto Nacional de Pesca y Acuacultura"|"2022"|133
"Instituto Nacional de Pesca y Acuacultura"|"2023"|1
"Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz"|"2017"|9
"Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz"|"2018"|180
"Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz"|"2019"|223
"Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz"|"2020"|173
"Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz"|"2021"|178
"Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz"|"2022"|214
"Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra"|"2017"|14
"Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra"|"2018"|84
"Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra"|"2019"|129
"Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra"|"2020"|127
"Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra"|"2021"|173
"Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra"|"2022"|209
"Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra"|"2023"|3
"Instituto Nacional de Salud Pública"|"2017"|10
"Instituto Nacional de Salud Pública"|"2018"|318
"Instituto Nacional de Salud Pública"|"2019"|337
"Instituto Nacional de Salud Pública"|"2020"|316
"Instituto Nacional de Salud Pública"|"2021"|561
"Instituto Nacional de Salud Pública"|"2022"|661
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"|"2017"|17
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"|"2018"|85
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"|"2019"|82
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"|"2020"|58
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"|"2021"|77
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"|"2022"|51
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales"|"2023"|1
"Instituto Nacional de la Economía Social"|"2017"|6
"Instituto Nacional de la Economía Social"|"2018"|33
"Instituto Nacional de la Economía Social"|"2019"|34
"Instituto Nacional de la Economía Social"|"2020"|15
"Instituto Nacional de la Economía Social"|"2021"|8
"Instituto Nacional de la Economía Social"|"2022"|10
"Instituto Nacional de la Infraestructura Física Educativa"|"2017"|27
"Instituto Nacional de la Infraestructura Física Educativa"|"2018"|1353
"Instituto Nacional de la Infraestructura Física Educativa"|"2019"|936
"Instituto Nacional de la Infraestructura Física Educativa"|"2020"|608
"Instituto Nacional de la Infraestructura Física Educativa"|"2021"|326
"Instituto Nacional de la Infraestructura Física Educativa"|"2022"|40
"Instituto Nacional de las Mujeres"|"2017"|40
"Instituto Nacional de las Mujeres"|"2018"|72
"Instituto Nacional de las Mujeres"|"2019"|62
"Instituto Nacional de las Mujeres"|"2020"|57
"Instituto Nacional de las Mujeres"|"2021"|62
"Instituto Nacional de las Mujeres"|"2022"|76
"Instituto Nacional de las Personas Adultas Mayores"|"2017"|1
"Instituto Nacional de las Personas Adultas Mayores"|"2018"|60
"Instituto Nacional de las Personas Adultas Mayores"|"2019"|55
"Instituto Nacional de las Personas Adultas Mayores"|"2020"|20
"Instituto Nacional de las Personas Adultas Mayores"|"2021"|25
"Instituto Nacional de las Personas Adultas Mayores"|"2022"|12
"Instituto Nacional de los Pueblos Indígenas"|"2017"|218
"Instituto Nacional de los Pueblos Indígenas"|"2018"|646
"Instituto Nacional de los Pueblos Indígenas"|"2019"|866
"Instituto Nacional de los Pueblos Indígenas"|"2020"|582
"Instituto Nacional de los Pueblos Indígenas"|"2021"|155
"Instituto Nacional de los Pueblos Indígenas"|"2022"|110
"Instituto Nacional del Emprendedor"|"2018"|16
"Instituto Nacional del Emprendedor"|"2019"|7
"Instituto Nacional del Suelo Sustentable"|"2017"|4
"Instituto Nacional del Suelo Sustentable"|"2018"|101
"Instituto Nacional del Suelo Sustentable"|"2019"|29
"Instituto Nacional del Suelo Sustentable"|"2020"|53
"Instituto Nacional del Suelo Sustentable"|"2021"|76
"Instituto Nacional del Suelo Sustentable"|"2022"|63
"Instituto Nacional del Suelo Sustentable"|"2023"|1
"Instituto Nacional para el Desarrollo de Capacidades del Sector Rural, A.C."|"2017"|9
"Instituto Nacional para el Desarrollo de Capacidades del Sector Rural, A.C."|"2018"|284
"Instituto Nacional para el Desarrollo de Capacidades del Sector Rural, A.C."|"2019"|22
"Instituto Nacional para el Desarrollo de Capacidades del Sector Rural, A.C."|"2020"|2707
"Instituto Nacional para el Desarrollo de Capacidades del Sector Rural, A.C."|"2021"|38
"Instituto Nacional para el Desarrollo de Capacidades del Sector Rural, A.C."|"2022"|54
"Instituto Nacional para la Educación de los Adultos"|"2017"|63
"Instituto Nacional para la Educación de los Adultos"|"2018"|189
"Instituto Nacional para la Educación de los Adultos"|"2019"|105
"Instituto Nacional para la Educación de los Adultos"|"2020"|67
"Instituto Nacional para la Educación de los Adultos"|"2021"|69
"Instituto Nacional para la Educación de los Adultos"|"2022"|60
"Instituto Politécnico Nacional"|"2017"|20
"Instituto Politécnico Nacional"|"2018"|216
"Instituto Politécnico Nacional"|"2019"|481
"Instituto Politécnico Nacional"|"2020"|427
"Instituto Politécnico Nacional"|"2021"|556
"Instituto Politécnico Nacional"|"2022"|3983
"Instituto Politécnico Nacional"|"2023"|10
"Instituto Potosino de Investigación Científica y Tecnológica, A.C."|"2017"|10
"Instituto Potosino de Investigación Científica y Tecnológica, A.C."|"2018"|180
"Instituto Potosino de Investigación Científica y Tecnológica, A.C."|"2019"|152
"Instituto Potosino de Investigación Científica y Tecnológica, A.C."|"2020"|164
"Instituto Potosino de Investigación Científica y Tecnológica, A.C."|"2021"|168
"Instituto Potosino de Investigación Científica y Tecnológica, A.C."|"2022"|152
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2016"|2
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2017"|157
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2018"|293
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2019"|243
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2020"|227
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2021"|217
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2022"|204
"Instituto de Administración y Avalúos de Bienes Nacionales"|"2023"|64
"Instituto de Ecología, A.C."|"2017"|36
"Instituto de Ecología, A.C."|"2018"|174
"Instituto de Ecología, A.C."|"2019"|199
"Instituto de Ecología, A.C."|"2020"|140
"Instituto de Ecología, A.C."|"2021"|145
"Instituto de Ecología, A.C."|"2022"|161
"Instituto de Ecología, A.C."|"2023"|5
"Instituto de Investigaciones ""Dr. José María Luis Mora"""|"2017"|3
"Instituto de Investigaciones ""Dr. José María Luis Mora"""|"2018"|156
"Instituto de Investigaciones ""Dr. José María Luis Mora"""|"2019"|164
"Instituto de Investigaciones ""Dr. José María Luis Mora"""|"2020"|91
"Instituto de Investigaciones ""Dr. José María Luis Mora"""|"2021"|119
"Instituto de Investigaciones ""Dr. José María Luis Mora"""|"2022"|36
"Instituto de Salud para el Bienestar"|"2017"|3
"Instituto de Salud para el Bienestar"|"2018"|15
"Instituto de Salud para el Bienestar"|"2019"|91
"Instituto de Salud para el Bienestar"|"2021"|242
"Instituto de Salud para el Bienestar"|"2022"|469
"Instituto de Salud para el Bienestar"|"2023"|75
"Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas"|"2017"|33
"Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas"|"2018"|92
"Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas"|"2019"|165
"Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas"|"2020"|148
"Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas"|"2021"|142
"Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas"|"2022"|114
"Instituto de Seguridad Social para las Fuerzas Armadas Mexicanas"|"2023"|1
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2016"|1
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2017"|825
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2018"|3325
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2019"|3424
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2020"|3261
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2021"|2933
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2022"|3010
"Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado"|"2023"|381
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2017"|18
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2018"|224
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2019"|117
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2020"|50
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2021"|140
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2022"|122
"Instituto del Fondo Nacional para el Consumo de los Trabajadores"|"2023"|1
"Instituto para Devolver al Pueblo lo Robado"|"2017"|57
"Instituto para Devolver al Pueblo lo Robado"|"2018"|102
"Instituto para Devolver al Pueblo lo Robado"|"2019"|385
"Instituto para Devolver al Pueblo lo Robado"|"2020"|50
"Instituto para Devolver al Pueblo lo Robado"|"2021"|77
"Instituto para Devolver al Pueblo lo Robado"|"2022"|207
"Instituto para la Protección al Ahorro Bancario"|"2017"|12
"Instituto para la Protección al Ahorro Bancario"|"2018"|42
"Instituto para la Protección al Ahorro Bancario"|"2019"|47
"Instituto para la Protección al Ahorro Bancario"|"2020"|40
"Instituto para la Protección al Ahorro Bancario"|"2021"|59
"Instituto para la Protección al Ahorro Bancario"|"2022"|73
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2017"|6
"Laboratorios de Biológicos y Reactivos de México, S.A. de C.V."|"2018"|210
